"Tên tổ chức, doanh nghiệp được cấp phép",domain
Sở Thông tin và Truyền thông Nam Định, sotttt.namdinh.gov.vn 
Sở Thông tin và Truyền thông Ninh Bình,   tttt.ninhbinh.gov.vn
Sở Thông tin và Truyền thông Phú Yên,
Sở Thông tin và Truyền thông Quảng Bình, stttt.quangbinh.gov.vn 
Sở Thông tin và Truyền thông Quảng Bình,  stttt.quangbinh.gov.vn
Sở Thông tin và Truyền thông Quảng Ninh," quangninh.gov.vn,   halong.gov.vn"
Sở Thông tin và Truyền thông Quảng Trị,  thongtindoingoai.quangtri.gov.vn
Sở Thông tin và Truyền thông Quảng Trị, khoinghiep.quangtri.gov.vn
Sở Thông tin và Truyền thông Tây Ninh,tayninh.gov.vn 
Sở Thông tin và Truyền thông tỉnh Vĩnh Phúc,  vinhphuc.gov.vn
Sở Thông tin và Truyền thông thành phố Đà Nẵng, tttt.danang.gov.vn
Sở Thông tin và Truyền thông thành phố Hà Nội,thudoxanhsachdep.hanoi.gov.vn  
Sở Thông tin và Truyền thông thành phố Hồ Chí Minh,ict-hcm.gov.vn
Sở Thông tin và Truyền thông Tuyên Quang," tuyenquang.gov.vn 
 english.tuyenquang.gov.vn , vtv.vn , chinhphu.vn , vtc.vn
"
Sở Thông tin và Truyền thông Vĩnh Long,  thongtintuyentruyen.vinhlong.gov.vn
Sở Thông tin và Truyền thông Vĩnh Phúc, sotttt.vinhphuc.gov.vn
Sở TTTT Bắc Kạn, ict.backan.gov.vn
Sở TTTT Khánh Hòa ," stttt.khanhhoa.gov.vn,  ict-khanhhoa.vn"
Sở TTTT Ninh Bình, tttt.ninhbinh.gov.vn
Sở TTTT Phú Thọ, stttt.phutho.gov.vn   
Sở TTTT Vĩnh Long,  stttt.vinhlong.gov.vn
Tổng Công ty hàng không Việt Nam – CTCP (Vietnam Airlines)," - Tên miền: 
  spirit.vietnamairlines.com ,�  spirit.vietnamairlines.com.vn
                     
"
Tổng Công ty Truyền hình Cáp Việt Nam – VTVcab ," onsports.vn
Trên Apple App Store ,� Google Play Store"
Tổng Công ty Truyền hình Cáp Việt Nam – VTVcab ,"on11.vn
Trên Apple App Store ,� Google Play Store"
Tổng cục Biển và Hải đảo Việt Nam, vasi.gov.vn  
Tổng cục Năng lượng, tcnl.gov.vn 
Tạp chí  Đời sống và Pháp luật,"   doisongphapluat.com ,�   doisongphapluat.com.vn"
Tạp chí Ô tô Xe máy VN, otoxemay.vn
Tạp chí Đông Nam Á , seatimes.com.vn
Tạp chí Đồ uống Việt Nam ,tapchidouong.com.vn
Tạp chí Điện ảnh Việt Nam,dienanhvietnam.com.vn 
Tạp chí Điện tử,dientungaynay.vn
Tạp chí Điện và Đời sống, dienvadoisong.com
Tạp chí Ánh sáng và Cuộc sống ,"  anhsangvacuocsong.vn
  anhsangvacuocsong.com.vn
  anhsangonline.vn 
"
Tạp chí Công an nhân dân," tapchicongannhandan.vn
                       anninhvaxahoi.com.vn
                       anninhvaxahoi.vn  
"
Tạp chí Công nghệ Ngân hàng,tapchicnnh.buh.edu.vn
Tạp chí Công nghiệp tàu thủy Việt Nam, congnghieptauthuyvietnam.vn
Tạp chí Công Nghiệp và Tiêu dùng, congnghieptieudung.vn
Tạp chí Cửa Việt , tapchicuaviet.com.vn
Tạp chí Cao su Việt Nam, tapchicaosu.vn
Tạp chí Cảnh sát phòng chống tội phạm," tapchicanhsat.com.vn
                      phongchongmatuy.com.vn
"
Tạp chí Chứng khoán,"  tapchichungkhoanvietnam.vn
  chungkhoanvietnam.net.vn
"
Tạp chí Dân vận, danvan.vn
Tạp chí Doanh nghiệp và Hội nhập, doanhnghiepnet.com.vn
Tạp chí Doanh nghiệp và Thương hiệu ,  doanhnghiepthuonghieu.vn
Tạp chí Doanh nghiệp và Thương mại ,  dntm.vn 
Tạp chí Giáo dục, tapchigiaoduc.moet.edu.vn 
Tạp chí Giáo dục Thủ đô, giaoducthudo.com.vn
Tạp chí Hàn Quốc," tapchihanquoc.vn,  tapchihanquoc.com,  news.vlive.tv"
Tạp chí Hàng hóa và Thương hiệu, hhth.vn
Tạp chí Khám phá,"sihub.vn ,� doimoisangtao.vn "
Tạp chí Khám phá,"khoinghiepsangtao.vn ,� thehub.vn "
Tạp chí Khoa học Đại học Mở TPHCM,  journalofscience.ou.edu.vn
Tạp chí Khoa học Kỹ thuật Chăn nuôi, nhachannuoi.vn 
Tạp chí Khoa học và Công nghệ Năng lượng,energyscience.com.vn 
Tạp chí Khoa học và Công nghệ Việt Nam, khoahocvacongnghevietnam.com.vn 
Tạp chí Khu công nghiệp Việt Nam, khucongnghiep.com.vn
Tạp chí Kiểm soát, kiemsat.vn
Tạp chí Kiểm tra, ubkttw.vn
Tạp chí Kiến trúc , nhadep-magazine.com.vn 
Tạp chí Kinh doanh và Tiếp thị , kinhdoanhvatiepthi.vn
Tạp chí Kinh tế, kinhteonline.vn
Tạp chí Kinh tế Công nghiệp Long An, ktegdxh.net
Tạp chí Kinh tế Môi trường,  kinhtemoitruong.vn
Tạp chí Kinh tế Tập đoàn , kinhtetapdoan.vn
Tạp chí Lý luận chính trị,  lyluanchinhtri.vn 
Tạp chí Môi trường ,  tapchimoitruong.vn
Tạp chí Môi trường Đô thị Việt Nam ,"  phapluatmoitruong.vn 
  tintucmoitruong.vn
  tinnhanhmoitruong.vn 
"
Tạp chí Môi trường và Xã hội ,moitruongvaxahoi.vn
Tạp chí Mẹ và Bé, mevabe.vn
Tạp chí Nông nghiệp và Phát triển nông thôn, tapchikhoahocnongnghiep.vn
Tạp chí Năng lượng Việt Nam,"nangluongvietnam.vn
                      vietnamenergy.vn       

"
Tạp chí Ngân hàng ," tapchinganhang.com.vn
                       tapchinganhang.gov.vn
"
Tạp chí Nghệ thuật biểu diễn, tapchinghethuatbieudien.vn
Tạp chí Nghe nhìn Kinh tế Việt Nam , nghenhinvietnam.vn
Tạp chí Nghiên cứu Ấn Độ và Châu Á , vjias.vn
Tạp chí Nghiên cứu Châu Phi và Trung Đông , amesj.vn
Tạp chí Nghiên cứu Kinh tế , vsed.vn
Tạp chí Nghiên cứu lập pháp ,"  nclp.org.vn,  nghiencuulapphap.vn,  lapphap.vn,  nghiencuulapphap.com.vn,  nghiencuulapphap.com,  lapphap.com,  lapphap.com.vn."
Tạp chí Nghiên cứu và Thực hành nhi khoa, jprp.vn
Tạp chí Nha Trang,tapchinhatrang.com.vn 
Tạp chí Nhân đạo, nhandaoonline.vn
Tạp chí Nhịp cầu Đầu tư, nhipcaudautu.vn 
Tạp chí Pháp luật và Phát triển, phapluatvaphattrien.vn 
Tạp chí Quê Hương," traihevietnam.vn ,  vietnamsummercamp.vn "
Tạp chí Quê Hương,  quehuongonline.vn 
Tạp chí Quê Hương, quehuongonline.vn
Tạp chí Rừng và Môi trường," moitruongvadoisong.vn
                      baovemoitruong.org.vn
"
Tạp chí Tài chính doanh nghiệp ," tcdn.vn ,  Fbussiness.vn"
Tạp chí Tài chính doanh nghiệp ,"  tcdn.vn ,�  taichinhngaynay.vn"
Tạp chí Thông tin và Phát triển ,"  thongtinvaphattrien.vn ,�  thongtinphattrien.com.vn"
Tạp chí Thị trường Giá cả, thitruonggiacabds.vn
Tạp chí Thủy sản Việt Nam," nguoichannuoi.vn 
                       nguoichannuoi.com 
                       nguoichannuoi.com.vn
"
Tạp chí Thủy sản Việt Nam , thuysanvietnam.com.vn
Tạp chí Thời trang trẻ," tapchithoitrangtre.vn
                      tapchithoitrangtre.com.vn
"
Tạp chí Thể thao và Cuộc sống ,thethaocuocsong.vn 
Tạp chí Thế giới Ảnh,"thegioianh.vn ,� tiemnangviet.vn "
Tạp chí Thế giới Gia cầm, tapchigiacam.vn
Tạp chí Thế giới Gia cầm, nguoichannuoi.com.vn
Tạp chí Thi đua Khen thưởng,thiduakhenthuongvn.org.vn 
Tạp chí Thuế Nhà nước,"  thuenhanuoc.vn ,�  tapchithue.com.vn"
Tạp chí Tiếp thị và Gia đình,  tiepthigiadinh.vn
Tạp chí Tin học và Đời sống,   congnghevadoisong.vn 
Tạp chí Truyền thống và Phát triển , doithoaiphattrien.vn
Tạp chí Văn hóa doanh nghiệp Việt Nam ,vanhoadoanhnghiepvn.vn 
Tạp chí Văn hiến Việt Nam,vanhienplus.vn 
Tạp chí Văn nghệ Xứ Thanh ,tapchixuthanh.vn 
Tạp chí Việt - Mỹ,vietmy.net.vn
Tạp chí Việt Nam Hội nhập,vietnamhoinhap.vn
Tạp chí Việt Nam Logistics Review , vlr.vn
Tạp chí Vietnam Business Forum , vccinews.vn 
Tạp chí Xây dựng,tapchixaydungbxd.vn 
Tạp chí Xây dựng Đảng," bualiemvang.org.vn
                       bualiemvang.vn 
"
Tạp chí Y Dược học ,  tapchiyduochocvietnam.com.vn
Tập đoàn Bưu chính Viễn thông Việt Nam,"  vnpt.vn ,�  vnpt.com.vn"
Tập đoàn Công nghiệp Than – Khoáng sản Việt Nam, vinacomin.vn
Tập Đoàn Dầu khí Việt Nam,"  pvn.vn,  petrovietnam.com.vn,  pvn.com.vn"
Thời báo Tài chính Việt Nam, taisancong.vn
Trường Cán bộ dân tộc , truongcbdt.edu.vn 
Trường Cán bộ Thanh tra, truongcanbothanhtra.gov.vn
Trung ương Hội Liên hiệp Phụ nữ Việt Nam," hoilhpn.org.vn ,�  vwu.vn"
Trung ương Hội Liên hiệp Thanh niên Việt Nam, thanhgiong.vn
Trung ương Hội Nông dân Việt Nam,"hoinongdan.org.vn ,� nongdan.vn   "
"Trung tâm Điện ảnh, Thể thao và Du lịch VN ", vhtv.vn
Trung tâm Điều phối Quốc gia về ghép bộ phận cơ thể người,"vnhot.vn ,� vnhot.com.vn"
Trung tâm Đo kiểm Phát thanh truyền hình và Thông tin điện tử,  banquyen.gov.vn
Trung tâm Báo chí và Hợp tác truyền thông quốc tế, hoinhap.net.vn
Trung tâm báo chí và hợp tác truyền thông quốc tế (Bộ TTTT), vietbao.vn
Trung tâm Công nghệ thông tin (Tập đoàn Điện lực VN)," icon.com.vn,  evnnews.vn,  tinnganhdien.vn "
"Trung tâm Công nghệ thông tin( Bộ Văn hóa, Thể thao và Du lịch)","             bvhttdl.gov.vn ,�  mocst.gov.vn"
Trung tâm dữ liệu quốc gia về tài sản công, taisancong.vn 
Trung tâm Doanh nghiệp Hội nhập và Phát triển , vntime.vn
Trung tâm Hỗ trợ Phát triển Doanh nghiệp Mỹ nghệ Kim hoàn Đá quý, nguoilamnghe.vn  
Trung tâm Hỗ trợ Phát triển Xanh,  nhuavasuckhoe.vn
Trung tâm Internet Việt Nam ,  vnnic.vn 
Trung tâm khí tượng thủy văn quốc gia," kttvqg.gov.vn ,  nhms.gov.vn "
Trung tâm Khuyến nông Quốc gia, khuyennongvn.gov.vn
Trung tâm Lưu trữ quốc gia 1," luutruquocgia1.org.vn,  archives.org.vn"
Trung tâm Nghiên cứu Ấn Độ,  cis.org.vn
Trung tâm Nghiên cứu khoa học và Đào tạo chứng khoán,  srtc.org.vn 
Trung tâm Phát thanh - Truyền hình Quân đội, qpvn.vn
Trung tâm Phát thanh – Truyền hình – Điện ảnh Công an nhân dân,"anninh.tv, antv.gov.vn, truyenhinhcongan.com.vn
                     truyenhinhcongan.vn, truyenhinhcand.com.vn 
"
"Trung tâm Phát triển Khoa học, Công nghệ và Tài năng trẻ ", tainangviet.vn 
Trung tâm phát triển thương mại điện tử , vietnamexport.com 
Trung tâm Phát triển Truyền thông Truyền hình Chống hàng giả, chonghanggiavatap.vn
Trung tâm Phát triển và Hội nhập,  bhrvietnam.net.vn
Trung tâm Phát triển và Hội nhập ,  laodongxanha.net.vn
Trung tâm quan trắc môi trường," quantracmoitruong.gov.vn,  cem.gov.vn"
Trung tâm Quảng cáo và Dịch vụ truyền thông (VOV AMS)," - Tên miền:  vovlife.vn
 - Ứng dụng VOV Life phân phối trên Apple Store ,� Google Play."
Trung tâm Quảng cáo và Dịch vụ truyền thông (VOV AMS) ," - Tên miền:  vovlive.vn
- Ứng dụng VOV Live  phân phối trên Apple Store ,� Google Play.
"
Trung tâm Sản xuất phim truyền hình (VTV), vtvgiaitri.vn
Trung tâm Sản xuất và Phát triển nội dung số,  vtvgo.vn
Trung tâm Tư vấn và Công nghệ môi trường, cect.gov.vn  
Trung tâm Tư vấn và Cung ứng dịch vụ ( TC dân số - kế hoạch hóa gia đình), cpcs.vn
"Trung tâm tư vấn, hỗ trợ Doanh nghiệp và phát triển Thương hiệu", hanghoavacongluan.com.vn 
Trung tâm Thông tin - Ủy ban Quản lý vốn nhà nước tại doanh nghiệp , cmsc.gov.vn
Trung tâm Thông tin (Bộ TTTT) , mic.gov.vn
Trung tâm Thông tin Công nghiệp và Thương mại , nhanhieuviet.gov.vn
Trung tâm Thông tin Công nghiệp và Thương mại , asemconnectvietnam.gov.vn
Trung tâm Thông tin Công nghiệp và Thương mại ," vinanet.com.vn ,  vinanet.vn "
Trung tâm Thông tin Công nghiệp và Thương mại ," giacavattu.com.vn ,  giahanghoa.com.vn"
"Trung tâm Thông tin Công nghiệp và Thương mại, Bộ Công Thương ",  logistics.gov.vn 
"Trung tâm Thông tin Công nghiệp và Thương mại, Bộ Công Thương ",   thuongmaibiengioimiennui.gov.vn   
Trung tâm Thông tin công tác tuyên giáo,  baocaovien.vn
Trung tâm Thông tin Du lịch, vietnamtourism.gov.vn
Trung tâm Thông tin du lịch, moitruongdulich.vn
Trung tâm Thông tin Du lịch, vietnamtourism.com
Trung tâm Thông tin và Dữ liệu môi trường ,"  ceid.gov.vn ,�  ceid.vn"
"Trung tâm thông tin, Hợp tác quốc tế và Tư vấn Phát triển đô thị","  phattriendothi.vn
  uda.com.vn
  phattriendothi.com.vn
"
"Trung tâm thông tin, hợp tác quốc tế và tư vấn phát triển đô thị ","vuf.vn ,� diendandothi.vn "
Trung tâm Truyền hình Nhân đạo, nhandaovtv.vn
Trung tâm Truyền hình Thông tấn,vnews.gov.vn  
Trung tâm Truyền thông báo Xây dựng,  xaydungvadoisong.com.vn
Trung tâm Truyền thông Pháp luật Việt Nam,  phapluatmedia.vn
Trung tâm Xúc tiến đầu tư phát triển Công Thương, investvietnam.gov.vn 
Vụ Đào tạo - Bộ VHTTDL,  daotao-vhttdl.vn
Vụ Đào tạo (Bộ VHTTDL),  daotao-vhttdl.vn
Vụ Khoa học và Công nghệ (Bộ Công thương), nscl.vn
Vụ Khoa học và Công nghệ (Bộ Công thương) ,"  congnghiepcongnghesinhhoc.com.vn 
  congnghesinhhoc.com.vn   
"
Vụ Khoa học và Công nghệ (Bộ Công thương) ,"  congnghiepcongnghecao.com.vn 
  hightechindustry.gov.vn
  congnghiepcongnghecao.vn   
"
Vụ Khoa học và Công nghệ (Bộ Công thương) ,"  khcncongthuong.vn ,�  moitsciencetech.vn   "
Vụ Tiết kiệm năng lượng và Phát triển bền vững,  scp.gov.vn
Vụ Tiết kiệm năng lượng và Phát triển bền vững ,"  tietkiemnangluong.com.vn ,�  vneec.gov.vn"
Văn phòng Ủy ban Dân tộc,"  ubdt.gov.vn ,�  cema.gov.vn"
Văn phòng Quốc Hội  ," quochoi.vn,  na.gov.vn"
Văn phòng Thường trực Ban Chỉ đạo 389 Quốc gia , bcd389.gov.vn
Văn phòng thường trực Ban Chỉ đạo 389 Quốc gia ,   bcd389.gov.vn
Viện Báo chí và Truyền thông xã hội, vnvim.vn
Viện Công nghệ chống làm giả,  chonggiavacongluan.vn
Viện Công nghệ và Sức khỏe,"  congnghesuckhoe.vn,  congnghesuckhoe.com.vn, 
  congnghesuckhoe.com
"
Viện chiến lược ngân hàng," bsi.org.vn
                      bist.org.vn  
                      khoahocnganhang.org.vn
"
Viện Huyết học -Truyền máu Trung ương, nihbt.org.vn 
Viện Khoa học Chính sách và Pháp luật, phapluatchinhsach.vn  
Viện Khoa học giáo dục nghề nghiệp, nivet.org.vn
Viện Khoa học Giáo dục Việt Nam, vnies.edu.vn
Viện Khoa học Môi trường và Xã hội,  essi.org.vn 
Viện khoa học nghiên cứu nhân tài nhân lực,"  nhantaivietnam.vn ,�  nhantainhanluc.com"
Viện Khoa học Thanh tra," giri.ac.vn ,  vienkhoahocthanhtra.gov.vn"
Viện Kiểm định Quốc gia Vắc xin và Sinh phẩm y tế, nicvb.org.vn
Viện kiểm sát nhân dân cấp cao tại Hà Nội ,  vkscapcaohanoi.gov.vn
Viện kiểm sát nhân dân cấp cao tại Thành phố Hồ Chí Minh (Viện cấp cao 3),vkscapcaohcm.gov.vn 
Viện kiểm sát nhân dân tối cao ,"  vksndtc.gov.vn ,�  vks.gov.vn"
Viện Kinh tế Công nghệ Việt Nam ,  kinhtecongnghe.vn
Viện Kinh tế và Pháp luật quốc tế,  phapluatkinhtequocte.vn
Viện Kinh tế xây dựng – Bộ Xây dựng,"kinhtexaydung.gov.vn 
kinhtexaydung.com 
"
"Viện Kinh tế, Pháp luật và Quản lý", kinhtevaphapluat.vn
Viện Nghiên cứu Biển và Hải đảo,  visi.ac.vn  
Viện Nghiên cứu chính sách quản lý Bất động sản và Công trình dân dụng quốc tế, iirr.vn
Viện Nghiên cứu Chiến lược Thương hiệu và Cạnh tranh, bcsi.edu.vn 
Viện Nghiên cứu Hướng nghiệp Hội nhập Quốc tế,  hoinhapquocte.org.vn
Viện Nghiên cứu pháp luật và Trợ giúp pháp lý,  vienphapluat.vn
Viện nghiên cứu Phát triển Kinh tế - Xã hội ,  phapluatkinhtexahoi.vn
"Viện Nghiên cứu Tài chính, Đầu tư và Hợp tác, Thương mại Đông Nam Á",  phapluattaichinhvadautu.vn
Viện Nghiên cứu tư vấn chính sách đầu tư,  chinhsachdautu.vn
Viện Nghiên cứu thị trường – Truyền thông quốc tế, huongnghiepthitruong.vn
Viện Nghiên cứu Y dược học Thăng Long, yduocngaynay.vn
"Viện Nghiên cứu, Đào tạo, Ứng dụng tâm lý kinh doanh và giáo dục học đường","  kinhdoanhvagiaoduc.vn
  kinhdoanhvagiaoduc.com.vn
  kinhdoanhvagiaoduc.com
"
Viện Phát triển doanh nghiệp và tài năng Việt Nam," ivn.net.vn
 
"
Viện Phát triển Văn hóa dân tộc,  vienvanhoa.vn
Viện Quản lý Kinh tế và Môi trường,  vienquanlykinhtemoitruong.vn
Viện Sốt rét - Ký sinh trùng - Côn trùng Trung ương, nimpe.vn 
Viện Tư vấn Công nghệ và Đào tạo Toàn Cầu,   daututhuongmai.vn
"Viện Thi đua, Khen thưởng Việt Nam","  vienthiduakhenthuongvietnam.vn
  vienthiduakhenthuongvietnam.com.vn
  vienthiduakhenthuongvietnam.com
"
Viện Văn hóa Nghệ thuật quốc gia Việt Nam,   vicas.org.vn
Viện Văn hóa Nghệ thuật quốc gia VN, vicas.org.vn
